52945.4196500455,71178.8172598528,8335.45551591243
49709.8387309948,70593.4704097086,9516.2905239573
49646.1628629538,70603.0821458347,9510.33872698761
50123.0172951237,71647.1368259112,7431.60891245643
50773.7695329504,71228.4117007059,7405.30120213128
50380.6975990486,71385.5153017281,10282.5156054754
51467.2295909751,71199.5389305535,7821.54627293268
49990.2598083013,71137.9280655483,8455.95523697118
48829.9427009653,70964.8834797928,6296.92976612556
54270.2901132959,68421.7961955238,10353.8368040325
52814.8179367446,71357.652508058,8286.14117041896
