120653.590902211,82409.8429941332,9836.26291877937
119052.559815237,83558.0672087276,9414.92157328596
118711.031638663,83330.3977401307,9515.29043146545
121057.217796558,82062.1677147801,9900
122073.019285441,82563.0864611375,7476.19859654388
118005.240403141,84701.0137953558,8302.7939936853
120764.841742799,85215.7924637319,9095.96042881434
122821.647433937,83704.4497772962,6431.34290027127
122613.976211975,82542.8199719709,7876.79699757432
121365.472114228,83459.498505885,7593.01355797065
119968.184102004,84862.8831526335,9609.18676917186
118741.85773875,81425.976997949,9394.51273484523
118533.887243042,80107.8074551338,9600
