-404.754966768784,-1312.66936170384,-418.944216874056
-435.39187130698,1426.24251812873,131.860082130174
1492.88560001868,-1930.49546997723,2143.61260520729
1334.90267113775,-3780.57040127615,-241.255181066437
771.93503889967,-221.250047375637,-633.730809008496
-158.038885231405,835.251474774068,124.097865592433
-432.677602556247,1406.37115417673,872.386999557984
-1111.77064063588,-2597.14818381806,-570.536193064207
-928.9038495544,388.819222991274,-627.613000442016
-831.39187130698,-157.757481871266,-411.911069194447
-845.20923692913,-467.686455759164,156.801637281894
-294.738125718711,-835.368261238722,872.386999557984
335.499041277034,-1345.5570730723,-383.303942028156
642.650831153477,670.984728457203,483.547578777774
826.315261815497,1133.22495431644,-327.613000442016
-133.534009792673,3150.70630914815,-500.947853714556
172.222615499202,3636.90237409981,-668.838502271137
