80130.6102152593,83515.7065267997,3600
78816.0072460703,81999.8537721008,3905.67882758382
79858.2808646399,82786.4670025861,3300.18282220155
78504.3058602615,80754.7809307316,4772.78554481964
78677.3615411604,79905.0287985869,5216.69632626492
79106.7789864937,80485.6951138427,3865.88752718298
78158.1060622964,83224.2210369323,3622.84316583705
80163.5262754565,82119.1831137596,4179.80412777846
79669.5809701528,81125.6519434289,4229.02408982067
77391.5159174078,81950.7467905372,4001.8224743175
77895.3960364978,84803.2978049516,3260.7271555662
76882.1032552721,81345.4569159816,3996.87688098741
78804.5348936161,82071.3055955141,3300
