6468,81180,9273.25116848307
7524,78012,6803.2320110283
5676,79332,7384.36047516051
6536.20879063766,81150.3994870123,9254.9744422962
6600,80784,8741.41695656046
5739.93750304574,79577.8504001448,8100
6204,79464,7344.30143098014
8082.83532259174,78343.9343239438,7045.9814494734
5826.53388168061,81189.3489367854,7931.57539313028
6468,79200,8400
7615.41163596602,78093.3821262428,7500
6864,81312,10200
7767.35596551907,80646.3531011077,9464.29655860875
6336,80784,10200
7200.00048560039,79858.4851214308,8298.63487344285
7848.3518706172,79489.6377864947,7800
7275.10693043429,81387.6029084032,8028.48437331924
5667.61008408193,80193.8581674466,7531.07401147383
7148.29304027734,80797.6392545971,10200
6468,81576,10200
8763.52793810914,80219.6153999683,9000
