44881.6163673207,64071.3362969897,4095.66643966209
44880,62568,3483.77457076947
44883.7811433409,62621.0511508011,3497.86697555841
45136.5690286848,62946.8960497786,3900
45176.8013182011,61920.2864199852,2964.03259914658
45302.5301060645,64272.8590169602,3407.84166974061
47342.5111954125,65675.8535100891,4128.5546803332
42984.0938078863,64438.5764200527,3083.41277145666
48998.8637853354,61839.4309852239,5525.20087180647
42997.2657202559,64370.3180334053,3089.37016930011
46799.8942766706,65400.1080580139,4387.08614921199
45417.2558177845,62853.7563741812,2700
